Ctes,Segmento,Tipo,Mes,Anio,Edad
3,Ingresos Marginales,Credito,Jan,2017,45 a 55
1,Ingresos Marginales,Credito,Jan,2017,45 a 55
5,Ingresos Marginales,Credito,Jan,2017,45 a 55
2,Ingresos Marginales,Credito,Jan,2017,45 a 55
5,Ingresos Marginales,Credito,Jan,2017,45 a 55
9,Ingresos Marginales,Credito,Jan,2017,45 a 55
5,Ingresos Marginales,Credito,Jan,2017,45 a 55
5,Ingresos Marginales,Credito,Jan,2017,45 a 55
1,Ingresos Marginales,Credito,Jan,2017,55 a 65
4,Ingresos Marginales,Credito,Jan,2017,55 a 65
8,Ingresos Marginales,Credito,Jan,2017,55 a 65
9,Ingresos Marginales,Credito,Jan,2017,55 a 65
10,Ingresos Marginales,Credito,Jan,2017,55 a 65
9,Ingresos Marginales,Credito,Jan,2017,55 a 65
6,Ingresos Marginales,Credito,Jan,2017,55 a 65
1,Ingresos Marginales,Credito,Jan,2017,55 a 65
6,Ingresos Marginales,Credito,Jan,2017,55 a 65
3,Ingresos Marginales,Credito,Jan,2017,55 a 65
5,Ingresos Marginales,Credito,Jan,2017,65 +
4,Ingresos Marginales,Credito,Jan,2017,65 +
2,Ingresos Marginales,Credito,Jan,2017,65 +
3,Ingresos Marginales,Credito,Jan,2017,65 +
2,Ingresos Marginales,Credito,Jan,2017,65 +
1,Ingresos Marginales,Credito,Jan,2017,65 +
2,Ingresos Marginales,Credito,Jan,2017,65 +
1,Ingresos Marginales,Credito,Jan,2017,65 +
1,Ingresos Marginales,Credito,Jan,2017,65 +
279,Ingresos Marginales,Credito,Feb,2016,Sin Info
6,Ingresos Marginales,Credito,Feb,2016,18 a 25
22,Ingresos Marginales,Credito,Feb,2016,18 a 25
45,Ingresos Marginales,Credito,Feb,2016,18 a 25
62,Ingresos Marginales,Credito,Feb,2016,18 a 25
60,Ingresos Marginales,Credito,Feb,2016,18 a 25
45,Ingresos Marginales,Credito,Feb,2016,25 a 30
49,Ingresos Marginales,Credito,Feb,2016,25 a 30
23,Ingresos Marginales,Credito,Feb,2016,25 a 30
22,Ingresos Marginales,Credito,Feb,2016,25 a 30
11,Ingresos Marginales,Credito,Feb,2016,25 a 30
17,Ingresos Marginales,Credito,Feb,2016,25 a 30
18,Ingresos Marginales,Credito,Feb,2016,25 a 30
11,Ingresos Marginales,Credito,Feb,2016,25 a 30
9,Ingresos Marginales,Credito,Feb,2016,25 a 30
7,Ingresos Marginales,Credito,Feb,2016,25 a 30
3,Ingresos Marginales,Credito,Feb,2016,35 a 45
8,Ingresos Marginales,Credito,Feb,2016,35 a 45
8,Ingresos Marginales,Credito,Feb,2016,35 a 45
5,Ingresos Marginales,Credito,Feb,2016,35 a 45
3,Ingresos Marginales,Credito,Feb,2016,35 a 45
9,Ingresos Marginales,Credito,Feb,2016,35 a 45
13,Ingresos Marginales,Credito,Feb,2016,35 a 45
5,Ingresos Marginales,Credito,Feb,2016,35 a 45
8,Ingresos Marginales,Credito,Feb,2016,35 a 45
5,Ingresos Marginales,Credito,Feb,2016,35 a 45
10,Ingresos Marginales,Credito,Feb,2016,45 a 55
6,Ingresos Marginales,Credito,Feb,2016,45 a 55
11,Ingresos Marginales,Credito,Feb,2016,45 a 55
11,Ingresos Marginales,Credito,Feb,2016,45 a 55
10,Ingresos Marginales,Credito,Feb,2016,45 a 55
8,Ingresos Marginales,Credito,Feb,2016,45 a 55
8,Ingresos Marginales,Credito,Feb,2016,45 a 55
5,Ingresos Marginales,Credito,Feb,2016,45 a 55
6,Ingresos Marginales,Credito,Feb,2016,45 a 55
5,Ingresos Marginales,Credito,Feb,2016,45 a 55
7,Ingresos Marginales,Credito,Feb,2016,55 a 65
6,Ingresos Marginales,Credito,Feb,2016,55 a 65
10,Ingresos Marginales,Credito,Feb,2016,55 a 65
8,Ingresos Marginales,Credito,Feb,2016,55 a 65
7,Ingresos Marginales,Credito,Feb,2016,55 a 65
7,Ingresos Marginales,Credito,Feb,2016,55 a 65
6,Ingresos Marginales,Credito,Feb,2016,55 a 65
2,Ingresos Marginales,Credito,Feb,2016,55 a 65
4,Ingresos Marginales,Credito,Feb,2016,55 a 65
6,Ingresos Marginales,Credito,Feb,2016,55 a 65
2,Ingresos Marginales,Credito,Feb,2016,65 +
4,Ingresos Marginales,Credito,Feb,2016,65 +
2,Ingresos Marginales,Credito,Feb,2016,65 +
3,Ingresos Marginales,Credito,Feb,2016,65 +
5,Ingresos Marginales,Credito,Feb,2016,65 +
3,Ingresos Marginales,Credito,Feb,2016,65 +
1,Ingresos Marginales,Credito,Feb,2016,65 +
2,Ingresos Marginales,Credito,Feb,2016,65 +
2,Ingresos Marginales,Credito,Feb,2016,65 +
2,Ingresos Marginales,Credito,Feb,2016,65 +
1,Ingresos Marginales,Credito,Feb,2016,65 +
51,Ingresos Marginales,Credito,Feb,2017,Sin Info
14,Ingresos Marginales,Credito,Feb,2017,18 a 25
41,Ingresos Marginales,Credito,Feb,2017,18 a 25
31,Ingresos Marginales,Credito,Feb,2017,18 a 25
39,Ingresos Marginales,Credito,Feb,2017,18 a 25
38,Ingresos Marginales,Credito,Feb,2017,18 a 25
36,Ingresos Marginales,Credito,Feb,2017,25 a 30
21,Ingresos Marginales,Credito,Feb,2017,25 a 30
14,Ingresos Marginales,Credito,Feb,2017,25 a 30
15,Ingresos Marginales,Credito,Feb,2017,25 a 30
10,Ingresos Marginales,Credito,Feb,2017,25 a 30
7,Ingresos Marginales,Credito,Feb,2017,25 a 30
4,Ingresos Marginales,Credito,Feb,2017,25 a 30
8,Ingresos Marginales,Credito,Feb,2017,25 a 30
7,Ingresos Marginales,Credito,Feb,2017,25 a 30
1,Ingresos Marginales,Credito,Feb,2017,25 a 30
3,Ingresos Marginales,Credito,Feb,2017,35 a 45
4,Ingresos Marginales,Credito,Feb,2017,35 a 45
9,Ingresos Marginales,Credito,Feb,2017,35 a 45
5,Ingresos Marginales,Credito,Feb,2017,35 a 45
3,Ingresos Marginales,Credito,Feb,2017,35 a 45
2,Ingresos Marginales,Credito,Feb,2017,35 a 45
4,Ingresos Marginales,Credito,Feb,2017,35 a 45
3,Ingresos Marginales,Credito,Feb,2017,35 a 45
2,Ingresos Marginales,Credito,Feb,2017,35 a 45
5,Ingresos Marginales,Credito,Feb,2017,35 a 45
3,Ingresos Marginales,Credito,Feb,2017,45 a 55
2,Ingresos Marginales,Credito,Feb,2017,45 a 55
3,Ingresos Marginales,Credito,Feb,2017,45 a 55
5,Ingresos Marginales,Credito,Feb,2017,45 a 55
4,Ingresos Marginales,Credito,Feb,2017,45 a 55
4,Ingresos Marginales,Credito,Feb,2017,45 a 55
3,Ingresos Marginales,Credito,Feb,2017,45 a 55
3,Ingresos Marginales,Credito,Feb,2017,45 a 55
4,Ingresos Marginales,Credito,Feb,2017,45 a 55
5,Ingresos Marginales,Credito,Feb,2017,45 a 55
3,Ingresos Marginales,Credito,Feb,2017,55 a 65
4,Ingresos Marginales,Credito,Feb,2017,55 a 65
1,Ingresos Marginales,Credito,Feb,2017,55 a 65
2,Ingresos Marginales,Credito,Feb,2017,55 a 65
3,Ingresos Marginales,Credito,Feb,2017,55 a 65
4,Ingresos Marginales,Credito,Feb,2017,55 a 65
1,Ingresos Marginales,Credito,Feb,2017,55 a 65
6,Ingresos Marginales,Credito,Feb,2017,55 a 65
5,Ingresos Marginales,Credito,Feb,2017,55 a 65
2,Ingresos Marginales,Credito,Feb,2017,55 a 65
3,Ingresos Marginales,Credito,Feb,2017,65 +
4,Ingresos Marginales,Credito,Feb,2017,65 +
2,Ingresos Marginales,Credito,Feb,2017,65 +
1,Ingresos Marginales,Credito,Feb,2017,65 +
2,Ingresos Marginales,Credito,Feb,2017,65 +
1,Ingresos Marginales,Credito,Feb,2017,65 +
1,Ingresos Marginales,Credito,Feb,2017,65 +
2,Ingresos Marginales,Credito,Feb,2017,65 +
2,Ingresos Marginales,Credito,Feb,2017,65 +
1,Ingresos Marginales,Credito,Feb,2017,65 +
1,Ingresos Marginales,Credito,Feb,2017,65 +
274,Ingresos Marginales,Credito,Mar,2016,Sin Info
1,Ingresos Marginales,Credito,Mar,2016,Sin Info
4,Ingresos Marginales,Credito,Mar,2016,18 a 25
21,Ingresos Marginales,Credito,Mar,2016,18 a 25
37,Ingresos Marginales,Credito,Mar,2016,18 a 25
47,Ingresos Marginales,Credito,Mar,2016,18 a 25
59,Ingresos Marginales,Credito,Mar,2016,18 a 25
47,Ingresos Marginales,Credito,Mar,2016,25 a 30
46,Ingresos Marginales,Credito,Mar,2016,25 a 30
27,Ingresos Marginales,Credito,Mar,2016,25 a 30
16,Ingresos Marginales,Credito,Mar,2016,25 a 30
22,Ingresos Marginales,Credito,Mar,2016,25 a 30
14,Ingresos Marginales,Credito,Mar,2016,25 a 30
14,Ingresos Marginales,Credito,Mar,2016,25 a 30
6,Ingresos Marginales,Credito,Mar,2016,25 a 30
10,Ingresos Marginales,Credito,Mar,2016,25 a 30
13,Ingresos Marginales,Credito,Mar,2016,25 a 30
11,Ingresos Marginales,Credito,Mar,2016,35 a 45
8,Ingresos Marginales,Credito,Mar,2016,35 a 45
11,Ingresos Marginales,Credito,Mar,2016,35 a 45
3,Ingresos Marginales,Credito,Mar,2016,35 a 45
6,Ingresos Marginales,Credito,Mar,2016,35 a 45
9,Ingresos Marginales,Credito,Mar,2016,35 a 45
4,Ingresos Marginales,Credito,Mar,2016,35 a 45
8,Ingresos Marginales,Credito,Mar,2016,35 a 45
6,Ingresos Marginales,Credito,Mar,2016,35 a 45
7,Ingresos Marginales,Credito,Mar,2016,35 a 45
10,Ingresos Marginales,Credito,Mar,2016,45 a 55
6,Ingresos Marginales,Credito,Mar,2016,45 a 55
9,Ingresos Marginales,Credito,Mar,2016,45 a 55
6,Ingresos Marginales,Credito,Mar,2016,45 a 55
7,Ingresos Marginales,Credito,Mar,2016,45 a 55
4,Ingresos Marginales,Credito,Mar,2016,45 a 55
6,Ingresos Marginales,Credito,Mar,2016,45 a 55
8,Ingresos Marginales,Credito,Mar,2016,45 a 55
5,Ingresos Marginales,Credito,Mar,2016,45 a 55
5,Ingresos Marginales,Credito,Mar,2016,45 a 55
3,Ingresos Marginales,Credito,Mar,2016,55 a 65
2,Ingresos Marginales,Credito,Mar,2016,55 a 65
6,Ingresos Marginales,Credito,Mar,2016,55 a 65
2,Ingresos Marginales,Credito,Mar,2016,55 a 65
5,Ingresos Marginales,Credito,Mar,2016,55 a 65
6,Ingresos Marginales,Credito,Mar,2016,55 a 65
7,Ingresos Marginales,Credito,Mar,2016,55 a 65
5,Ingresos Marginales,Credito,Mar,2016,55 a 65
1,Ingresos Marginales,Credito,Mar,2016,55 a 65
2,Ingresos Marginales,Credito,Mar,2016,55 a 65
3,Ingresos Marginales,Credito,Mar,2016,65 +
2,Ingresos Marginales,Credito,Mar,2016,65 +
7,Ingresos Marginales,Credito,Mar,2016,65 +
4,Ingresos Marginales,Credito,Mar,2016,65 +
2,Ingresos Marginales,Credito,Mar,2016,65 +
2,Ingresos Marginales,Credito,Mar,2016,65 +
1,Ingresos Marginales,Credito,Mar,2016,65 +
1,Ingresos Marginales,Credito,Mar,2016,65 +
1,Ingresos Marginales,Credito,Mar,2016,65 +
1,Ingresos Marginales,Credito,Mar,2016,65 +
38,Ingresos Marginales,Credito,Mar,2017,Sin Info
5,Ingresos Marginales,Credito,Mar,2017,18 a 25
22,Ingresos Marginales,Credito,Mar,2017,18 a 25
36,Ingresos Marginales,Credito,Mar,2017,18 a 25
49,Ingresos Marginales,Credito,Mar,2017,18 a 25
51,Ingresos Marginales,Credito,Mar,2017,18 a 25
36,Ingresos Marginales,Credito,Mar,2017,18 a 25
25,Ingresos Marginales,Credito,Mar,2017,25 a 30
23,Ingresos Marginales,Credito,Mar,2017,25 a 30
17,Ingresos Marginales,Credito,Mar,2017,25 a 30
11,Ingresos Marginales,Credito,Mar,2017,25 a 30
12,Ingresos Marginales,Credito,Mar,2017,25 a 30
12,Ingresos Marginales,Credito,Mar,2017,25 a 30
5,Ingresos Marginales,Credito,Mar,2017,25 a 30
7,Ingresos Marginales,Credito,Mar,2017,25 a 30
5,Ingresos Marginales,Credito,Mar,2017,25 a 30
4,Ingresos Marginales,Credito,Mar,2017,25 a 30
7,Ingresos Marginales,Credito,Mar,2017,35 a 45
5,Ingresos Marginales,Credito,Mar,2017,35 a 45
3,Ingresos Marginales,Credito,Mar,2017,35 a 45
4,Ingresos Marginales,Credito,Mar,2017,35 a 45
4,Ingresos Marginales,Credito,Mar,2017,35 a 45
3,Ingresos Marginales,Credito,Mar,2017,35 a 45
5,Ingresos Marginales,Credito,Mar,2017,35 a 45
2,Ingresos Marginales,Credito,Mar,2017,35 a 45
5,Ingresos Marginales,Credito,Mar,2017,35 a 45
2,Ingresos Marginales,Credito,Mar,2017,35 a 45
4,Ingresos Marginales,Credito,Mar,2017,45 a 55
4,Ingresos Marginales,Credito,Mar,2017,45 a 55
5,Ingresos Marginales,Credito,Mar,2017,45 a 55
2,Ingresos Marginales,Credito,Mar,2017,45 a 55
4,Ingresos Marginales,Credito,Mar,2017,45 a 55
3,Ingresos Marginales,Credito,Mar,2017,45 a 55
2,Ingresos Marginales,Credito,Mar,2017,45 a 55
2,Ingresos Marginales,Credito,Mar,2017,45 a 55
7,Ingresos Marginales,Credito,Mar,2017,45 a 55
4,Ingresos Marginales,Credito,Mar,2017,55 a 65
3,Ingresos Marginales,Credito,Mar,2017,55 a 65
4,Ingresos Marginales,Credito,Mar,2017,55 a 65
7,Ingresos Marginales,Credito,Mar,2017,55 a 65
5,Ingresos Marginales,Credito,Mar,2017,55 a 65
3,Ingresos Marginales,Credito,Mar,2017,55 a 65
2,Ingresos Marginales,Credito,Mar,2017,55 a 65
4,Ingresos Marginales,Credito,Mar,2017,55 a 65
1,Ingresos Marginales,Credito,Mar,2017,55 a 65
4,Ingresos Marginales,Credito,Mar,2017,55 a 65
1,Ingresos Marginales,Credito,Mar,2017,65 +
3,Ingresos Marginales,Credito,Mar,2017,65 +
2,Ingresos Marginales,Credito,Mar,2017,65 +
2,Ingresos Marginales,Credito,Mar,2017,65 +
3,Ingresos Marginales,Credito,Mar,2017,65 +
1,Ingresos Marginales,Credito,Mar,2017,65 +
1,Ingresos Marginales,Credito,Mar,2017,65 +
1,Ingresos Marginales,Credito,Mar,2017,65 +
233,Ingresos Marginales,Credito,Apr,2016,Sin Info
1,Ingresos Marginales,Credito,Apr,2016,18 a 25
5,Ingresos Marginales,Credito,Apr,2016,18 a 25
31,Ingresos Marginales,Credito,Apr,2016,18 a 25
54,Ingresos Marginales,Credito,Apr,2016,18 a 25
60,Ingresos Marginales,Credito,Apr,2016,18 a 25
64,Ingresos Marginales,Credito,Apr,2016,18 a 25
38,Ingresos Marginales,Credito,Apr,2016,25 a 30
47,Ingresos Marginales,Credito,Apr,2016,25 a 30
16,Ingresos Marginales,Credito,Apr,2016,25 a 30
15,Ingresos Marginales,Credito,Apr,2016,25 a 30
14,Ingresos Marginales,Credito,Apr,2016,25 a 30
15,Ingresos Marginales,Credito,Apr,2016,25 a 30
13,Ingresos Marginales,Credito,Apr,2016,25 a 30
15,Ingresos Marginales,Credito,Apr,2016,25 a 30
6,Ingresos Marginales,Credito,Apr,2016,25 a 30
9,Ingresos Marginales,Credito,Apr,2016,25 a 30
7,Ingresos Marginales,Credito,Apr,2016,35 a 45
7,Ingresos Marginales,Credito,Apr,2016,35 a 45
2,Ingresos Marginales,Credito,Apr,2016,35 a 45
6,Ingresos Marginales,Credito,Apr,2016,35 a 45
7,Ingresos Marginales,Credito,Apr,2016,35 a 45
11,Ingresos Marginales,Credito,Apr,2016,35 a 45
10,Ingresos Marginales,Credito,Apr,2016,35 a 45
4,Ingresos Marginales,Credito,Apr,2016,35 a 45
10,Ingresos Marginales,Credito,Apr,2016,35 a 45
3,Ingresos Marginales,Credito,Apr,2016,35 a 45
15,Ingresos Marginales,Credito,Apr,2016,45 a 55
7,Ingresos Marginales,Credito,Apr,2016,45 a 55
7,Ingresos Marginales,Credito,Apr,2016,45 a 55
4,Ingresos Marginales,Credito,Apr,2016,45 a 55
5,Ingresos Marginales,Credito,Apr,2016,45 a 55
5,Ingresos Marginales,Credito,Apr,2016,45 a 55
6,Ingresos Marginales,Credito,Apr,2016,45 a 55
7,Ingresos Marginales,Credito,Apr,2016,45 a 55
12,Ingresos Marginales,Credito,Apr,2016,45 a 55
7,Ingresos Marginales,Credito,Apr,2016,45 a 55
7,Ingresos Marginales,Credito,Apr,2016,55 a 65
4,Ingresos Marginales,Credito,Apr,2016,55 a 65
7,Ingresos Marginales,Credito,Apr,2016,55 a 65
5,Ingresos Marginales,Credito,Apr,2016,55 a 65
2,Ingresos Marginales,Credito,Apr,2016,55 a 65
3,Ingresos Marginales,Credito,Apr,2016,55 a 65
6,Ingresos Marginales,Credito,Apr,2016,55 a 65
5,Ingresos Marginales,Credito,Apr,2016,55 a 65
5,Ingresos Marginales,Credito,Apr,2016,55 a 65
6,Ingresos Marginales,Credito,Apr,2016,55 a 65
2,Ingresos Marginales,Credito,Apr,2016,65 +
8,Ingresos Marginales,Credito,Apr,2016,65 +
6,Ingresos Marginales,Credito,Apr,2016,65 +
5,Ingresos Marginales,Credito,Apr,2016,65 +
2,Ingresos Marginales,Credito,Apr,2016,65 +
2,Ingresos Marginales,Credito,Apr,2016,65 +
3,Ingresos Marginales,Credito,Apr,2016,65 +
3,Ingresos Marginales,Credito,Apr,2016,65 +
3,Ingresos Marginales,Credito,Apr,2016,65 +
1,Ingresos Marginales,Credito,Apr,2016,65 +
27,Ingresos Marginales,Credito,Apr,2017,Sin Info
1,Ingresos Marginales,Credito,Apr,2017,Sin Info
2,Ingresos Marginales,Credito,Apr,2017,18 a 25
19,Ingresos Marginales,Credito,Apr,2017,18 a 25
36,Ingresos Marginales,Credito,Apr,2017,18 a 25
41,Ingresos Marginales,Credito,Apr,2017,18 a 25
42,Ingresos Marginales,Credito,Apr,2017,18 a 25
46,Ingresos Marginales,Credito,Apr,2017,18 a 25
39,Ingresos Marginales,Credito,Apr,2017,25 a 30
24,Ingresos Marginales,Credito,Apr,2017,25 a 30
19,Ingresos Marginales,Credito,Apr,2017,25 a 30
4,Ingresos Marginales,Credito,Apr,2017,25 a 30
5,Ingresos Marginales,Credito,Apr,2017,25 a 30
8,Ingresos Marginales,Credito,Apr,2017,25 a 30
5,Ingresos Marginales,Credito,Apr,2017,25 a 30
6,Ingresos Marginales,Credito,Apr,2017,25 a 30
6,Ingresos Marginales,Credito,Apr,2017,25 a 30
5,Ingresos Marginales,Credito,Apr,2017,25 a 30
4,Ingresos Marginales,Credito,Apr,2017,35 a 45
5,Ingresos Marginales,Credito,Apr,2017,35 a 45
1,Ingresos Marginales,Credito,Apr,2017,35 a 45
3,Ingresos Marginales,Credito,Apr,2017,35 a 45
2,Ingresos Marginales,Credito,Apr,2017,35 a 45
4,Ingresos Marginales,Credito,Apr,2017,35 a 45
3,Ingresos Marginales,Credito,Apr,2017,35 a 45
1,Ingresos Marginales,Credito,Apr,2017,35 a 45
4,Ingresos Marginales,Credito,Apr,2017,35 a 45
2,Ingresos Marginales,Credito,Apr,2017,35 a 45
1,Ingresos Marginales,Credito,Apr,2017,45 a 55
2,Ingresos Marginales,Credito,Apr,2017,45 a 55
2,Ingresos Marginales,Credito,Apr,2017,45 a 55
3,Ingresos Marginales,Credito,Apr,2017,45 a 55
3,Ingresos Marginales,Credito,Apr,2017,45 a 55
4,Ingresos Marginales,Credito,Apr,2017,45 a 55
1,Ingresos Marginales,Credito,Apr,2017,45 a 55
5,Ingresos Marginales,Credito,Apr,2017,45 a 55
3,Ingresos Marginales,Credito,Apr,2017,45 a 55
3,Ingresos Marginales,Credito,Apr,2017,45 a 55
5,Ingresos Marginales,Credito,Apr,2017,55 a 65
5,Ingresos Marginales,Credito,Apr,2017,55 a 65
1,Ingresos Marginales,Credito,Apr,2017,55 a 65
6,Ingresos Marginales,Credito,Apr,2017,55 a 65
3,Ingresos Marginales,Credito,Apr,2017,55 a 65
2,Ingresos Marginales,Credito,Apr,2017,55 a 65
2,Ingresos Marginales,Credito,Apr,2017,55 a 65
3,Ingresos Marginales,Credito,Apr,2017,55 a 65
3,Ingresos Marginales,Credito,Apr,2017,55 a 65
2,Ingresos Marginales,Credito,Apr,2017,65 +
1,Ingresos Marginales,Credito,Apr,2017,65 +
2,Ingresos Marginales,Credito,Apr,2017,65 +
1,Ingresos Marginales,Credito,Apr,2017,65 +
1,Ingresos Marginales,Credito,Apr,2017,65 +
1,Ingresos Marginales,Credito,Apr,2017,65 +
3,Ingresos Marginales,Credito,Apr,2017,65 +
3,Ingresos Marginales,Credito,Apr,2017,65 +
1,Ingresos Marginales,Credito,Apr,2017,65 +
1,Ingresos Marginales,Credito,Apr,2017,65 +
202,Ingresos Marginales,Credito,May,2016,Sin Info
6,Ingresos Marginales,Credito,May,2016,18 a 25
39,Ingresos Marginales,Credito,May,2016,18 a 25
48,Ingresos Marginales,Credito,May,2016,18 a 25
54,Ingresos Marginales,Credito,May,2016,18 a 25
63,Ingresos Marginales,Credito,May,2016,18 a 25
48,Ingresos Marginales,Credito,May,2016,25 a 30
50,Ingresos Marginales,Credito,May,2016,25 a 30
24,Ingresos Marginales,Credito,May,2016,25 a 30
20,Ingresos Marginales,Credito,May,2016,25 a 30
17,Ingresos Marginales,Credito,May,2016,25 a 30
12,Ingresos Marginales,Credito,May,2016,25 a 30
17,Ingresos Marginales,Credito,May,2016,25 a 30
11,Ingresos Marginales,Credito,May,2016,25 a 30
7,Ingresos Marginales,Credito,May,2016,25 a 30
7,Ingresos Marginales,Credito,May,2016,25 a 30
12,Ingresos Marginales,Credito,May,2016,35 a 45
7,Ingresos Marginales,Credito,May,2016,35 a 45
6,Ingresos Marginales,Credito,May,2016,35 a 45
11,Ingresos Marginales,Credito,May,2016,35 a 45
1,Ingresos Marginales,Credito,May,2016,35 a 45
8,Ingresos Marginales,Credito,May,2016,35 a 45
6,Ingresos Marginales,Credito,May,2016,35 a 45
9,Ingresos Marginales,Credito,May,2016,35 a 45
14,Ingresos Marginales,Credito,May,2016,35 a 45
12,Ingresos Marginales,Credito,May,2016,35 a 45
6,Ingresos Marginales,Credito,May,2016,45 a 55
7,Ingresos Marginales,Credito,May,2016,45 a 55
11,Ingresos Marginales,Credito,May,2016,45 a 55
6,Ingresos Marginales,Credito,May,2016,45 a 55
3,Ingresos Marginales,Credito,May,2016,45 a 55
9,Ingresos Marginales,Credito,May,2016,45 a 55
3,Ingresos Marginales,Credito,May,2016,45 a 55
8,Ingresos Marginales,Credito,May,2016,45 a 55
8,Ingresos Marginales,Credito,May,2016,45 a 55
6,Ingresos Marginales,Credito,May,2016,45 a 55
4,Ingresos Marginales,Credito,May,2016,55 a 65
7,Ingresos Marginales,Credito,May,2016,55 a 65
11,Ingresos Marginales,Credito,May,2016,55 a 65
8,Ingresos Marginales,Credito,May,2016,55 a 65
5,Ingresos Marginales,Credito,May,2016,55 a 65
11,Ingresos Marginales,Credito,May,2016,55 a 65
7,Ingresos Marginales,Credito,May,2016,55 a 65
2,Ingresos Marginales,Credito,May,2016,55 a 65
7,Ingresos Marginales,Credito,May,2016,55 a 65
3,Ingresos Marginales,Credito,May,2016,55 a 65
2,Ingresos Marginales,Credito,May,2016,65 +
5,Ingresos Marginales,Credito,May,2016,65 +
3,Ingresos Marginales,Credito,May,2016,65 +
4,Ingresos Marginales,Credito,May,2016,65 +
1,Ingresos Marginales,Credito,May,2016,65 +
3,Ingresos Marginales,Credito,May,2016,65 +
1,Ingresos Marginales,Credito,May,2016,65 +
2,Ingresos Marginales,Credito,May,2016,65 +
1,Ingresos Marginales,Credito,May,2016,65 +
1,Ingresos Marginales,Credito,May,2016,65 +
1,Ingresos Marginales,Credito,May,2016,65 +
1,Ingresos Marginales,Credito,May,2016,65 +
1,Ingresos Marginales,Credito,May,2016,65 +
28,Ingresos Marginales,Credito,May,2017,Sin Info
1,Ingresos Marginales,Credito,May,2017,Sin Info
2,Ingresos Marginales,Credito,May,2017,18 a 25
20,Ingresos Marginales,Credito,May,2017,18 a 25
46,Ingresos Marginales,Credito,May,2017,18 a 25
58,Ingresos Marginales,Credito,May,2017,18 a 25
43,Ingresos Marginales,Credito,May,2017,18 a 25
40,Ingresos Marginales,Credito,May,2017,18 a 25
28,Ingresos Marginales,Credito,May,2017,25 a 30
19,Ingresos Marginales,Credito,May,2017,25 a 30
14,Ingresos Marginales,Credito,May,2017,25 a 30
8,Ingresos Marginales,Credito,May,2017,25 a 30
10,Ingresos Marginales,Credito,May,2017,25 a 30
5,Ingresos Marginales,Credito,May,2017,25 a 30
11,Ingresos Marginales,Credito,May,2017,25 a 30
4,Ingresos Marginales,Credito,May,2017,25 a 30
6,Ingresos Marginales,Credito,May,2017,25 a 30
3,Ingresos Marginales,Credito,May,2017,25 a 30
7,Ingresos Marginales,Credito,May,2017,35 a 45
3,Ingresos Marginales,Credito,May,2017,35 a 45
2,Ingresos Marginales,Credito,May,2017,35 a 45
3,Ingresos Marginales,Credito,May,2017,35 a 45
5,Ingresos Marginales,Credito,May,2017,35 a 45
4,Ingresos Marginales,Credito,May,2017,35 a 45
2,Ingresos Marginales,Credito,May,2017,35 a 45
1,Ingresos Marginales,Credito,May,2017,35 a 45
4,Ingresos Marginales,Credito,May,2017,35 a 45
1,Ingresos Marginales,Credito,May,2017,35 a 45
6,Ingresos Marginales,Credito,May,2017,45 a 55
4,Ingresos Marginales,Credito,May,2017,45 a 55
2,Ingresos Marginales,Credito,May,2017,45 a 55
6,Ingresos Marginales,Credito,May,2017,45 a 55
6,Ingresos Marginales,Credito,May,2017,45 a 55
5,Ingresos Marginales,Credito,May,2017,45 a 55
7,Ingresos Marginales,Credito,May,2017,45 a 55
2,Ingresos Marginales,Credito,May,2017,45 a 55
4,Ingresos Marginales,Credito,May,2017,45 a 55
3,Ingresos Marginales,Credito,May,2017,55 a 65
3,Ingresos Marginales,Credito,May,2017,55 a 65
6,Ingresos Marginales,Credito,May,2017,55 a 65
8,Ingresos Marginales,Credito,May,2017,55 a 65
3,Ingresos Marginales,Credito,May,2017,55 a 65
4,Ingresos Marginales,Credito,May,2017,55 a 65
8,Ingresos Marginales,Credito,May,2017,55 a 65
3,Ingresos Marginales,Credito,May,2017,55 a 65
3,Ingresos Marginales,Credito,May,2017,55 a 65
5,Ingresos Marginales,Credito,May,2017,65 +
4,Ingresos Marginales,Credito,May,2017,65 +
2,Ingresos Marginales,Credito,May,2017,65 +
2,Ingresos Marginales,Credito,May,2017,65 +
5,Ingresos Marginales,Credito,May,2017,65 +
1,Ingresos Marginales,Credito,May,2017,65 +
2,Ingresos Marginales,Credito,May,2017,65 +
2,Ingresos Marginales,Credito,May,2017,65 +
2,Ingresos Marginales,Credito,May,2017,65 +
4,Ingresos Marginales,Credito,May,2017,65 +
2,Ingresos Marginales,Credito,May,2017,65 +
1,Ingresos Marginales,Credito,May,2017,65 +
187,Ingresos Marginales,Credito,Jun,2016,Sin Info
1,Ingresos Marginales,Credito,Jun,2016,18 a 25
16,Ingresos Marginales,Credito,Jun,2016,18 a 25
34,Ingresos Marginales,Credito,Jun,2016,18 a 25
39,Ingresos Marginales,Credito,Jun,2016,18 a 25
41,Ingresos Marginales,Credito,Jun,2016,18 a 25
43,Ingresos Marginales,Credito,Jun,2016,18 a 25
43,Ingresos Marginales,Credito,Jun,2016,25 a 30
23,Ingresos Marginales,Credito,Jun,2016,25 a 30
25,Ingresos Marginales,Credito,Jun,2016,25 a 30
16,Ingresos Marginales,Credito,Jun,2016,25 a 30
15,Ingresos Marginales,Credito,Jun,2016,25 a 30
14,Ingresos Marginales,Credito,Jun,2016,25 a 30
